commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
82b53b32737080925c74ac31ec98b37a48b3138d,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
830461645710c5bbd7bed652e77ca00cd4def929,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
83c1e66d8848e1cb1f7b997bd4200fc3cc56d2e9,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
857d1e4a1c9e9c4ddc1e1d878bb69a3ee58e6404,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
859a3c686fa566058649db6abb65314a9caa639c,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
89e4dda01b53c12b75b9af0a04fc51582cb23b87,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
943ee5933dfb471350798dd9c31e4e85d8797de5,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
951b436c1f86e361949f8bc08b983bf630808a8a,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
9d0e5da6c6c1385dfc904e1a2a6f59848245cb7a,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
a4f2d82793ed2a481da375a266bfe05ed4cb3ca5,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
a563d97edf4ab7b7999f834256d1d09ac6f69173,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
a64d4c805835a3ca347076e4180f9ffa7a336bcd,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
aafef8529283003e51d3a6ad78f1ed3ac112651d,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
ab2a70e9d649d974521fe71141b94778c88e994a,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
ad9b5f755c245c1b75df01ed2f4c5d7c64f8efff,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
b3cdab8bc40d28067b93bd32bbf40e7d1413ca11,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
b565533d6757f3dde2501e946ed6977ebbf2830a,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
bbc4c0c53c0f2af6cce1f6688abcfaa82908a064,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
bc9c94605ce1e30a797138870b75be27b8b4b4e9,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
c422cdf76d14012144d605fe7ff991ea0f7a06a9,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
c788ceaf2310d421c68596ceafe3e3f0fc46f859,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
c98893dd444dbfd3cda9369b1487ae7e9efd256d,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
ca27b066a5eab4bb61bde07e7734432d2135db22,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
